name,email,date_of_birth,mobile_no,reason
Michael Larsen,Michael_Larsen@salazar.biz,2012/08/03,97036103,EMAIL NOT .NET OR .COM
Robert Coffey,Robert_Coffey@schmidt.com,1978/10/23,26416,MOBILE NUMBER NOT 8 DIGITS
Jared Garrison,Jared_Garrison@gonzales.com,06/10/1973,358869,MOBILE NUMBER NOT 8 DIGITS
Susan Burton,Susan_Burton@james.org,2000-02-08,6635161,MOBILE NUMBER NOT 8 DIGITS
Bryan Patton,Bryan_Patton@silva.com,04/24/2014,87436,MOBILE NUMBER NOT 8 DIGITS
Mr. Kyle Burns,Kyle_Burns@miller-davis.info,19-10-2016,970617,MOBILE NUMBER NOT 8 DIGITS
Jeremy Davis,Jeremy_Davis@nelson.com,2015/10/23,31856,MOBILE NUMBER NOT 8 DIGITS
Kevin Bryant,Kevin_Bryant@parker-jimenez.info,2008/12/24,7332613,MOBILE NUMBER NOT 8 DIGITS
James Harrington,James_Harrington@miller.com,1954-11-08,90806,MOBILE NUMBER NOT 8 DIGITS
Christina Weaver,Christina_Weaver@hardin.com,25-05-1993,99136,MOBILE NUMBER NOT 8 DIGITS
Robert Kennedy,Robert_Kennedy@dunn.com,1991-05-23,14971,MOBILE NUMBER NOT 8 DIGITS
Richard Jarvis,Richard_Jarvis@aguirre.info,1996/11/01,83631,MOBILE NUMBER NOT 8 DIGITS
Aaron Ford,Aaron_Ford@davis.com,16-05-1954,992859,MOBILE NUMBER NOT 8 DIGITS
Donna Franklin,Donna_Franklin@potter-mcintyre.biz,1968-08-25,83421,MOBILE NUMBER NOT 8 DIGITS
Angela Martinez,Angela_Martinez@peterson-wheeler.org,01/22/2007,87006,MOBILE NUMBER NOT 8 DIGITS
Michael Anderson,Michael_Anderson@haynes.biz,1998-03-14,69571,MOBILE NUMBER NOT 8 DIGITS
Charles Stevens,Charles_Stevens@evans-hanson.com,1993/03/14,71906,MOBILE NUMBER NOT 8 DIGITS
Melanie Francis,Melanie_Francis@ryan-bradshaw.net,03/02/1990,121263,MOBILE NUMBER NOT 8 DIGITS
Annette Johnston,Annette_Johnston@madden.biz,1993/12/20,74716,MOBILE NUMBER NOT 8 DIGITS
Laura Jones,Laura_Jones@brooks.net,1987-09-20,115899,MOBILE NUMBER NOT 8 DIGITS
Brianna Parks,Brianna_Parks@alvarez.biz,04-08-2007,906369,MOBILE NUMBER NOT 8 DIGITS
Mario Henderson,Mario_Henderson@stephens.biz,1986-08-26,5709110,MOBILE NUMBER NOT 8 DIGITS
Rachel Garcia,Rachel_Garcia@marsh-harvey.org,1970/10/22,453969,MOBILE NUMBER NOT 8 DIGITS
Taylor Evans,Taylor_Evans@rose-morris.com,07/22/1973,636459,MOBILE NUMBER NOT 8 DIGITS
Denise Olson,Denise_Olson@jones-chapman.com,1955/06/20,833727,MOBILE NUMBER NOT 8 DIGITS
Jenna Odom,Jenna_Odom@gaines.biz,02-07-1977,461049,MOBILE NUMBER NOT 8 DIGITS
Jennifer Parker,Jennifer_Parker@leon.com,2003-06-21,57921,MOBILE NUMBER NOT 8 DIGITS
Melissa Haynes,Melissa_Haynes@blanchard.com,2006-03-27,9342824,MOBILE NUMBER NOT 8 DIGITS
Dr. Terry Martinez,Terry_Martinez@sandoval.info,24-08-1979,49526,MOBILE NUMBER NOT 8 DIGITS
Daniel Mitchell,Daniel_Mitchell@kelly.com,1991/08/07,8521101,MOBILE NUMBER NOT 8 DIGITS
Steven Williams MD,Steven_Williams@carr.com,2014-12-25,534321,MOBILE NUMBER NOT 8 DIGITS
Nicholas White,Nicholas_White@smith-elliott.com,03/01/1974,844203,MOBILE NUMBER NOT 8 DIGITS
Robert Le,Robert_Le@norris-strickland.org,1950/03/23,9075088,MOBILE NUMBER NOT 8 DIGITS
William Daniels,William_Daniels@williams.com,05-09-2004,6178159,MOBILE NUMBER NOT 8 DIGITS
Anthony Hoffman,Anthony_Hoffman@johnson.net,1993-08-22,93206,MOBILE NUMBER NOT 8 DIGITS
Jessica Smith,Jessica_Smith@galloway.com,2004-06-29,11145663,BELOW 18
Charles Martinez,Charles_Martinez@gonzales.org,1978/09/18,970215,MOBILE NUMBER NOT 8 DIGITS
Cynthia Oconnor,Cynthia_Oconnor@miller-jones.com,1981/09/23,2197105,MOBILE NUMBER NOT 8 DIGITS
Wesley Williams,Wesley_Williams@parker-schmidt.com,04/01/1988,49616,MOBILE NUMBER NOT 8 DIGITS
Keith Wheeler,Keith_Wheeler@cook-cole.com,1958-06-20,97401,MOBILE NUMBER NOT 8 DIGITS
Anna Lopez,Anna_Lopez@armstrong-tucker.com,08/13/2017,6295269,MOBILE NUMBER NOT 8 DIGITS
Megan Montoya,Megan_Montoya@perez-rice.org,1978-09-07,29894903,EMAIL NOT .NET OR .COM
Alice Wallace,Alice_Wallace@woods.com,10/30/1987,907875,MOBILE NUMBER NOT 8 DIGITS
David Barry,David_Barry@lindsey-meyer.com,13-05-2013,610437,MOBILE NUMBER NOT 8 DIGITS
Crystal Anderson,Crystal_Anderson@gonzales-thompson.com,2017-01-31,99551,MOBILE NUMBER NOT 8 DIGITS
Charles Walters,Charles_Walters@rose.info,1968/08/31,9536745,MOBILE NUMBER NOT 8 DIGITS
Amy Hall,Amy_Hall@garrett-lutz.com,06/28/1983,70871,MOBILE NUMBER NOT 8 DIGITS
Daniel Allison,Daniel_Allison@sanchez.net,27-12-1979,522783,MOBILE NUMBER NOT 8 DIGITS
Monica Rogers,Monica_Rogers@travis.org,06-04-2006,54576983,EMAIL NOT .NET OR .COM
Lisa Brennan,Lisa_Brennan@white-gutierrez.org,1974-12-23,958647,MOBILE NUMBER NOT 8 DIGITS
Hector Adams,Hector_Adams@wood.com,11/04/1988,90176,MOBILE NUMBER NOT 8 DIGITS
Samantha George,Samantha_George@golden.info,1989/03/31,58989271,EMAIL NOT .NET OR .COM
Peter Sanders,Peter_Sanders@cook-jackson.biz,1970-03-30,399357,MOBILE NUMBER NOT 8 DIGITS
Yvonne Coleman,Yvonne_Coleman@hood.com,05/19/1985,5295711,MOBILE NUMBER NOT 8 DIGITS
Charles Miller,Charles_Miller@daniel-pugh.org,2004/06/16,56397471,EMAIL NOT .NET OR .COM
Mathew Harmon,Mathew_Harmon@wheeler-stewart.com,1954-12-24,13456,MOBILE NUMBER NOT 8 DIGITS
Heather Collins,Heather_Collins@freeman-taylor.org,04-11-1965,861249,MOBILE NUMBER NOT 8 DIGITS
Anne Mccullough,Anne_Mccullough@blake.com,03/11/2005,541407,MOBILE NUMBER NOT 8 DIGITS
Stephen Brown,Stephen_Brown@johnson.org,1989/11/05,381537,MOBILE NUMBER NOT 8 DIGITS
Mark Morales,Mark_Morales@adams-tyler.com,24-06-1985,618219,MOBILE NUMBER NOT 8 DIGITS
Michelle Stone,Michelle_Stone@williamson-gray.com,1968-09-20,890823,MOBILE NUMBER NOT 8 DIGITS
Catherine Scott,Catherine_Scott@robinson.info,1984-10-15,81676,MOBILE NUMBER NOT 8 DIGITS
Robert Dyer,Robert_Dyer@watson.com,13-10-1977,2948044,MOBILE NUMBER NOT 8 DIGITS
Bryan Martinez,Bryan_Martinez@bennett-mitchell.info,04-06-1961,45478631,EMAIL NOT .NET OR .COM
Danielle Miller DVM,Danielle_Miller@matthews.com,1952-06-25,3812264,MOBILE NUMBER NOT 8 DIGITS
Natalie Gentry,Natalie_Gentry@bates.com,2018-09-23,17206,MOBILE NUMBER NOT 8 DIGITS
Mark Martinez,Mark_Martinez@horton.net,2000/04/14,292245,MOBILE NUMBER NOT 8 DIGITS
Margaret Baird,Margaret_Baird@tucker.com,1962-07-28,21716,MOBILE NUMBER NOT 8 DIGITS
Jennifer Miller,Jennifer_Miller@hodge-hood.com,1979-10-28,5376099,MOBILE NUMBER NOT 8 DIGITS
Stephanie Salinas,Stephanie_Salinas@evans.com,1966/08/10,4237332,MOBILE NUMBER NOT 8 DIGITS
Jesse Duarte,Jesse_Duarte@johnson-davis.biz,1989/10/17,560589,MOBILE NUMBER NOT 8 DIGITS
Tammy Williams,Tammy_Williams@thomas.com,28-03-1963,95456,MOBILE NUMBER NOT 8 DIGITS
Jay Lynch,Jay_Lynch@meyers-ellis.net,1960-12-27,1251405,MOBILE NUMBER NOT 8 DIGITS
Adam Thompson,Adam_Thompson@garner.com,1963-02-04,12581,MOBILE NUMBER NOT 8 DIGITS
Chad Clark,Chad_Clark@hodges.com,09/19/1961,5427 7383,MOBILE NUMBER NOT 8 DIGITS
Tony Lester,Tony_Lester@osborne-wilkins.com,01-07-2018,119667,MOBILE NUMBER NOT 8 DIGITS
Javier Moss,Javier_Moss@santana.com,1973-09-13,38161,MOBILE NUMBER NOT 8 DIGITS
Ronald Owens,Ronald_Owens@burke.info,05/26/1996,12311,MOBILE NUMBER NOT 8 DIGITS
Jennifer Lewis,Jennifer_Lewis@hale.com,1962/01/14,32676,MOBILE NUMBER NOT 8 DIGITS
Jennifer Goodwin,Jennifer_Goodwin@santos-mathis.com,1968-01-11,6945240,MOBILE NUMBER NOT 8 DIGITS
Erik Delgado,Erik_Delgado@vazquez.com,08/18/1988,24026,MOBILE NUMBER NOT 8 DIGITS
Paul Reid,Paul_Reid@manning.com,1999/02/05,7628671,MOBILE NUMBER NOT 8 DIGITS
Thomas Bryant,Thomas_Bryant@shannon.net,2010/04/09,8698831,MOBILE NUMBER NOT 8 DIGITS
Marvin Wood,Marvin_Wood@nguyen.net,1959/01/09,712947,MOBILE NUMBER NOT 8 DIGITS
Zachary Gordon,Zachary_Gordon@banks.com,04/10/1998,6231723,MOBILE NUMBER NOT 8 DIGITS
Eric Becker,Eric_Becker@smith.com,1995-12-27,559149,MOBILE NUMBER NOT 8 DIGITS
Jason Greene,Jason_Greene@murray-jenkins.com,2018/08/19,2865346,MOBILE NUMBER NOT 8 DIGITS
Thomas Davis,Thomas_Davis@king.net,2001-11-25,664479,MOBILE NUMBER NOT 8 DIGITS
Kimberly Duncan,Kimberly_Duncan@hall.org,1987/10/09,98556,MOBILE NUMBER NOT 8 DIGITS
Samantha Smith,Samantha_Smith@ortega-nielsen.com,16-12-1980,74866,MOBILE NUMBER NOT 8 DIGITS
Thomas Rogers,Thomas_Rogers@banks-perkins.net,08/19/1997,3607 2875,MOBILE NUMBER NOT 8 DIGITS
Ryan Hammond,Ryan_Hammond@simpson-torres.com,1960/11/23,9762950,MOBILE NUMBER NOT 8 DIGITS
Jillian Smith,Jillian_Smith@mckinney.com,1972/09/30,732549,MOBILE NUMBER NOT 8 DIGITS
Charles Harris MD,Charles_Harris@romero.com,10/01/2005,687597,MOBILE NUMBER NOT 8 DIGITS
Jenny Lewis,Jenny_Lewis@flores.com,07/06/1997,6247 5987,MOBILE NUMBER NOT 8 DIGITS
Ian Park,Ian_Park@acevedo-chapman.org,10/17/1977,625149,MOBILE NUMBER NOT 8 DIGITS
David Guzman,David_Guzman@ray.net,2018-02-07,3298254,MOBILE NUMBER NOT 8 DIGITS
Pamela Dillon,Pamela_Dillon@durham.info,1972/10/04,14431,MOBILE NUMBER NOT 8 DIGITS
Kimberly Leblanc,Kimberly_Leblanc@webb-thomas.info,12-09-1997,952305,MOBILE NUMBER NOT 8 DIGITS
Megan Smith,Megan_Smith@davidson.org,09/30/2008,158313,MOBILE NUMBER NOT 8 DIGITS
Ronald Costa,Ronald_Costa@carter.org,1985/04/19,1159831,MOBILE NUMBER NOT 8 DIGITS
Abigail Allen,Abigail_Allen@melendez-jordan.com,1999/02/02,4535525,MOBILE NUMBER NOT 8 DIGITS
Kenneth Sims,Kenneth_Sims@williams.com,09-06-1990,699015,MOBILE NUMBER NOT 8 DIGITS
Lisa Mendez,Lisa_Mendez@jones.net,03/26/1972,823023,MOBILE NUMBER NOT 8 DIGITS
Eric Brown,Eric_Brown@smith.biz,2017/03/08,24672431,EMAIL NOT .NET OR .COM
Kristi Cobb,Kristi_Cobb@evans-hall.com,1960/09/06,55501,MOBILE NUMBER NOT 8 DIGITS
Anne Macdonald PhD,Anne_Macdonald@baker-owens.org,2001/10/11,8666568,MOBILE NUMBER NOT 8 DIGITS
Lauren Parker,Lauren_Parker@walker.com,06/20/1988,4061716,MOBILE NUMBER NOT 8 DIGITS
Christine Miles,Christine_Miles@patel.com,1962/04/07,648147,MOBILE NUMBER NOT 8 DIGITS
Amanda Bowers,Amanda_Bowers@parrish.com,1976/08/24,18341,MOBILE NUMBER NOT 8 DIGITS
Sean Conway,Sean_Conway@barnes-lee.net,1973-03-29,41061,MOBILE NUMBER NOT 8 DIGITS
Julia Murphy,Julia_Murphy@burke.com,17-08-1985,775485,MOBILE NUMBER NOT 8 DIGITS
James Gray,James_Gray@crane.com,1975/10/14,698805,MOBILE NUMBER NOT 8 DIGITS
Stephanie Gray,Stephanie_Gray@kelly.info,10/07/2003,1326970,MOBILE NUMBER NOT 8 DIGITS
Ronald Baird,Ronald_Baird@garcia.biz,21-10-1998,875883,MOBILE NUMBER NOT 8 DIGITS
Christopher Cochran,Christopher_Cochran@williams.com,1979-11-25,94696,MOBILE NUMBER NOT 8 DIGITS
Kyle Torres,Kyle_Torres@peters.com,1985-07-20,456495,MOBILE NUMBER NOT 8 DIGITS
William Oconnor,William_Oconnor@johnson-ponce.com,2016-06-27,818787,MOBILE NUMBER NOT 8 DIGITS
Caleb Kelly,Caleb_Kelly@gomez.net,08/03/2009,6423 4299,MOBILE NUMBER NOT 8 DIGITS
Rachael Garcia,Rachael_Garcia@padilla.com,06/21/1986,1139587,MOBILE NUMBER NOT 8 DIGITS
Brandon Weber,Brandon_Weber@harmon.com,1992-02-14,58741,MOBILE NUMBER NOT 8 DIGITS
Thomas Hoover,Thomas_Hoover@schroeder.com,08/24/2004,398055,MOBILE NUMBER NOT 8 DIGITS
Michelle Jimenez,Michelle_Jimenez@hartman.com,07/25/1982,939279,MOBILE NUMBER NOT 8 DIGITS
Rebecca Davis,Rebecca_Davis@abbott.com,2011-10-20,84764295,BELOW 18
Miranda Flynn,Miranda_Flynn@lee.com,05/14/1964,257685,MOBILE NUMBER NOT 8 DIGITS
Jennifer Perez,Jennifer_Perez@olsen.com,10/30/1976,622833,MOBILE NUMBER NOT 8 DIGITS
James Newton,James_Newton@jimenez.biz,10-08-2004,84097639,EMAIL NOT .NET OR .COM
Peter Hernandez,Peter_Hernandez@stewart.info,03/31/1964,1291494,MOBILE NUMBER NOT 8 DIGITS
Nicholas Combs,Nicholas_Combs@walker.com,1967/12/31,6877165,MOBILE NUMBER NOT 8 DIGITS
Karen Wilson,Karen_Wilson@brown.org,01-02-2006,327375,MOBILE NUMBER NOT 8 DIGITS
Jenna Campbell,Jenna_Campbell@brady.com,1955/08/19,807951,MOBILE NUMBER NOT 8 DIGITS
Michelle Melendez,Michelle_Melendez@white.com,06/03/1988,71656,MOBILE NUMBER NOT 8 DIGITS
Andrew Gallagher,Andrew_Gallagher@frank.org,09/21/1960,1991 9923,MOBILE NUMBER NOT 8 DIGITS
Laura Ross,Laura_Ross@harris.com,1964-11-20,840411,MOBILE NUMBER NOT 8 DIGITS
Teresa Lindsey,Teresa_Lindsey@harvey.com,01-07-1967,7671098,MOBILE NUMBER NOT 8 DIGITS
James Frost,James_Frost@graves.biz,22-03-1956,30684495,EMAIL NOT .NET OR .COM
Robert Jackson,Robert_Jackson@thomas.biz,04/09/1968,629799,MOBILE NUMBER NOT 8 DIGITS
John Norman,John_Norman@morris.com,05-06-1983,7819953,MOBILE NUMBER NOT 8 DIGITS
Alicia Anderson,Alicia_Anderson@hall.com,05/23/2013,1887 6547,MOBILE NUMBER NOT 8 DIGITS
Jason Chang,Jason_Chang@chambers.com,05/10/1986,533319,MOBILE NUMBER NOT 8 DIGITS
Laura Gray,Laura_Gray@fletcher.com,06/04/1998,6403090,MOBILE NUMBER NOT 8 DIGITS
Wanda Long,Wanda_Long@williamson-larsen.info,02/24/2016,49636,MOBILE NUMBER NOT 8 DIGITS
Sylvia Koch,Sylvia_Koch@lane.net,06/30/1998,45031,MOBILE NUMBER NOT 8 DIGITS
Melissa Higgins,Melissa_Higgins@hicks.com,1966-06-06,1210140,MOBILE NUMBER NOT 8 DIGITS
Eric Glover,Eric_Glover@lewis-welch.com,1964/12/29,764745,MOBILE NUMBER NOT 8 DIGITS
Daniel Cisneros,Daniel_Cisneros@lara.com,27-05-1983,8492730,MOBILE NUMBER NOT 8 DIGITS
Emily Graham,Emily_Graham@santos-rivera.biz,11/02/1974,4023 8535,MOBILE NUMBER NOT 8 DIGITS
Sherri Smith,Sherri_Smith@haas.com,11/28/1954,29016,MOBILE NUMBER NOT 8 DIGITS
Dr. William Smith,William_Smith@robinson.com,27-10-1963,70571,MOBILE NUMBER NOT 8 DIGITS
Terri Aguirre,Terri_Aguirre@myers-shepherd.biz,14-07-1984,889899,MOBILE NUMBER NOT 8 DIGITS
Natalie Haney,Natalie_Haney@buck.com,03-02-1986,180939,MOBILE NUMBER NOT 8 DIGITS
Casey Holder,Casey_Holder@schultz.com,2016-12-07,9841448,MOBILE NUMBER NOT 8 DIGITS
Lisa Duran,Lisa_Duran@page-oneill.com,19-01-2004,294525,MOBILE NUMBER NOT 8 DIGITS
David Smith,David_Smith@allen-brown.com,08/25/2005,3003 3195,MOBILE NUMBER NOT 8 DIGITS
Emily Andrews,Emily_Andrews@reyes-singh.com,04/27/1955,2059 4859,MOBILE NUMBER NOT 8 DIGITS
Kyle Harvey,Kyle_Harvey@atkinson.biz,05/30/2006,1443996,MOBILE NUMBER NOT 8 DIGITS
Laura Wu,Laura_Wu@watson.org,1985/06/14,232989,MOBILE NUMBER NOT 8 DIGITS
Elijah Johnson,Elijah_Johnson@meyer.com,2017-05-24,1612374,MOBILE NUMBER NOT 8 DIGITS
Brittany Montgomery,Brittany_Montgomery@graham-barr.org,11/17/1973,729975,MOBILE NUMBER NOT 8 DIGITS
Aaron Mccarthy,Aaron_Mccarthy@villarreal-murphy.net,05/17/1982,7583514,MOBILE NUMBER NOT 8 DIGITS
Jacqueline Johnston,Jacqueline_Johnston@barr.com,02/20/1985,860493,MOBILE NUMBER NOT 8 DIGITS
Tina Wood,Tina_Wood@schultz.org,1999/08/24,51264359,EMAIL NOT .NET OR .COM
Karen Duncan,Karen_Duncan@vasquez-garcia.com,02/25/1967,3862300,MOBILE NUMBER NOT 8 DIGITS
Nathan Warren,Nathan_Warren@sparks-guerra.org,04/07/1960,579087,MOBILE NUMBER NOT 8 DIGITS
Kenneth Brown,Kenneth_Brown@noble-walls.org,1950-09-26,9182433,MOBILE NUMBER NOT 8 DIGITS
Jill Cain,Jill_Cain@fitzgerald.com,2002/11/11,4744363,MOBILE NUMBER NOT 8 DIGITS
Robert Martinez,Robert_Martinez@cooper.com,23-11-2011,32312127,BELOW 18
Peter Wilson,Peter_Wilson@jackson-hall.org,09/10/1960,57376,MOBILE NUMBER NOT 8 DIGITS
Kelsey Wiley,Kelsey_Wiley@barnes.com,11/30/2001,6480713,MOBILE NUMBER NOT 8 DIGITS
Eric Murray,Eric_Murray@lamb.com,1987-07-31,44121,MOBILE NUMBER NOT 8 DIGITS
Luke Estrada,Luke_Estrada@winters.info,08-12-2013,52986,MOBILE NUMBER NOT 8 DIGITS
Mr. Robert Clark,Robert_Clark@walker-graham.info,04/22/2007,29991,MOBILE NUMBER NOT 8 DIGITS
Kimberly Koch,Kimberly_Koch@hughes-fox.org,03/20/2016,5076821,MOBILE NUMBER NOT 8 DIGITS
Laura Bailey,Laura_Bailey@snyder.com,08/11/1970,5655 1543,MOBILE NUMBER NOT 8 DIGITS
Allison Frye,Allison_Frye@medina.com,1975/09/27,7651729,MOBILE NUMBER NOT 8 DIGITS
Krystal Owens,Krystal_Owens@andrade-garcia.com,1993-04-17,671757,MOBILE NUMBER NOT 8 DIGITS
Denise Ferguson,Denise_Ferguson@snyder.biz,09/01/2012,91626,MOBILE NUMBER NOT 8 DIGITS
Crystal Alexander,Crystal_Alexander@johnson.info,1987-06-20,84096,MOBILE NUMBER NOT 8 DIGITS
Henry Cummings,Henry_Cummings@guzman.com,2011/07/01,92988543,BELOW 18
Lori Morgan,Lori_Morgan@turner.biz,06/07/1974,7468567,MOBILE NUMBER NOT 8 DIGITS
Donald Barton,Donald_Barton@ellis.com,07-12-1952,32376,MOBILE NUMBER NOT 8 DIGITS
Austin Rosales,Austin_Rosales@howe.org,11/16/2001,852015,MOBILE NUMBER NOT 8 DIGITS
Kathy White,Kathy_White@wang.info,2000/06/15,91622367,EMAIL NOT .NET OR .COM
Mrs. Kimberly Preston,Kimberly_Preston@cole.info,14-01-2016,210963,MOBILE NUMBER NOT 8 DIGITS
John Hudson,John_Hudson@ayers.com,2014-08-31,85905239,BELOW 18
Don Ryan,Don_Ryan@koch.com,1951/05/29,1728553,MOBILE NUMBER NOT 8 DIGITS
Sarah Morgan,Sarah_Morgan@nolan.info,2003/02/19,3716056,MOBILE NUMBER NOT 8 DIGITS
Samuel Patel,Samuel_Patel@villa-johnson.com,30-05-2014,381279,MOBILE NUMBER NOT 8 DIGITS
Robert Wilson,Robert_Wilson@fuller.org,1955/03/05,9910566,MOBILE NUMBER NOT 8 DIGITS
Megan Aguilar,Megan_Aguilar@mitchell.com,1958-01-19,2143128,MOBILE NUMBER NOT 8 DIGITS
Jonathan Green,Jonathan_Green@weiss.biz,1952/11/28,584649,MOBILE NUMBER NOT 8 DIGITS
Jacob Tate,Jacob_Tate@nash-cowan.info,04/23/1991,36261,MOBILE NUMBER NOT 8 DIGITS
Trevor Brown,Trevor_Brown@stokes.info,1969/10/30,45715591,EMAIL NOT .NET OR .COM
Kristine Barker,Kristine_Barker@parrish.com,1975-11-06,51866,MOBILE NUMBER NOT 8 DIGITS
Cameron Brown,Cameron_Brown@jones-adams.org,03-09-2001,7404076,MOBILE NUMBER NOT 8 DIGITS
Lauren Taylor,Lauren_Taylor@mccoy.info,08-06-2015,4077221,MOBILE NUMBER NOT 8 DIGITS
Brandon Murphy,Brandon_Murphy@luna.info,1955/04/09,33155895,EMAIL NOT .NET OR .COM
Paul Ward,Paul_Ward@sanchez-larsen.org,09/08/1955,1911 9523,MOBILE NUMBER NOT 8 DIGITS
Cynthia Ward,Cynthia_Ward@burns.com,21-03-1968,42746,MOBILE NUMBER NOT 8 DIGITS
Stephen Roberts,Stephen_Roberts@rodriguez.com,2013/03/15,868311,MOBILE NUMBER NOT 8 DIGITS
Victor Rivera,Victor_Rivera@chavez.biz,01-09-2004,4885658,MOBILE NUMBER NOT 8 DIGITS
Ryan Olsen,Ryan_Olsen@blankenship.com,2012/04/19,864729,MOBILE NUMBER NOT 8 DIGITS
Alejandra Jones,Alejandra_Jones@williams-smith.net,18-09-1968,6885152,MOBILE NUMBER NOT 8 DIGITS
Cheyenne Miranda,Cheyenne_Miranda@contreras.info,1971/06/01,59901,MOBILE NUMBER NOT 8 DIGITS
Courtney Maxwell,Courtney_Maxwell@hunt.com,04/14/1975,16416,MOBILE NUMBER NOT 8 DIGITS
Lindsay Acosta,Lindsay_Acosta@nichols.com,23-03-1988,5642204,MOBILE NUMBER NOT 8 DIGITS
Michael Middleton,Michael_Middleton@williams-zamora.com,08/04/1981,8511 4431,MOBILE NUMBER NOT 8 DIGITS
Katrina Perry,Katrina_Perry@frye-keller.com,03/28/1995,897579,MOBILE NUMBER NOT 8 DIGITS
Bailey Johnson,Bailey_Johnson@brooks.org,2009-12-08,699579,MOBILE NUMBER NOT 8 DIGITS
Glenda Woods,Glenda_Woods@williams.biz,10/07/1981,419637,MOBILE NUMBER NOT 8 DIGITS
Doris Meyer,Doris_Meyer@sullivan.org,1972-09-02,22782935,EMAIL NOT .NET OR .COM
Tyler Parker,Tyler_Parker@sheppard.org,1954/12/02,29910975,EMAIL NOT .NET OR .COM
Julie Hernandez,Julie_Hernandez@fisher.com,03/23/1971,69296,MOBILE NUMBER NOT 8 DIGITS
Nicole Kim DVM,Nicole_Kim@schultz-brown.com,02-04-1990,3035068,MOBILE NUMBER NOT 8 DIGITS
John Benitez,John_Benitez@campbell.com,1967/06/06,374733,MOBILE NUMBER NOT 8 DIGITS
Dustin Thomas,Dustin_Thomas@tran-rice.biz,06/14/1967,930309,MOBILE NUMBER NOT 8 DIGITS
Sheri Carter,Sheri_Carter@bryant.com,1956-08-07,505437,MOBILE NUMBER NOT 8 DIGITS
Ryan Davis,Ryan_Davis@buck.org,1964/03/24,878517,MOBILE NUMBER NOT 8 DIGITS
Shelby Kaufman,Shelby_Kaufman@weiss.net,2014-10-16,27523551,BELOW 18
Kyle Morales,Kyle_Morales@perry.info,13-11-1999,32120287,EMAIL NOT .NET OR .COM
Nicole Johnson,Nicole_Johnson@boone.net,1977-04-13,858435,MOBILE NUMBER NOT 8 DIGITS
Casey Johnston,Casey_Johnston@wood.com,2010/03/29,9740158,MOBILE NUMBER NOT 8 DIGITS
Sean Adams,Sean_Adams@brown.com,19-05-1973,5731370,MOBILE NUMBER NOT 8 DIGITS
Joel Lee MD,Joel_Lee@hurley.com,2003-06-09,9454964,MOBILE NUMBER NOT 8 DIGITS
Mark Williams,Mark_Williams@watkins.net,14-06-1971,41621,MOBILE NUMBER NOT 8 DIGITS
Joseph Bartlett,Joseph_Bartlett@campbell.net,1985-06-17,5644605,MOBILE NUMBER NOT 8 DIGITS
Debra Wilson,Debra_Wilson@patel.org,09/22/1995,189381,MOBILE NUMBER NOT 8 DIGITS
Megan Sullivan,Megan_Sullivan@miller-ryan.org,1955/02/23,31498887,EMAIL NOT .NET OR .COM
Jake Davis,Jake_Davis@landry-morgan.net,07/11/2008,6739 9355,MOBILE NUMBER NOT 8 DIGITS
Timothy Russell,Timothy_Russell@bird-mclean.net,1995/07/03,549165,MOBILE NUMBER NOT 8 DIGITS
Steven Hodges,Steven_Hodges@sanchez-phillips.com,09/03/1951,6579 5715,MOBILE NUMBER NOT 8 DIGITS
Meagan Robinson,Meagan_Robinson@sanchez.net,1951-09-17,133935,MOBILE NUMBER NOT 8 DIGITS
Scott Sandoval,Scott_Sandoval@campbell.com,10/20/1971,50811,MOBILE NUMBER NOT 8 DIGITS
Jeremy Hunter,Jeremy_Hunter@alexander-smith.com,11/19/1953,34301,MOBILE NUMBER NOT 8 DIGITS
Monica Lloyd,Monica_Lloyd@schneider.info,25-02-1961,52106,MOBILE NUMBER NOT 8 DIGITS
Ryan Scott,Ryan_Scott@wilson.info,2007/02/22,5654706,MOBILE NUMBER NOT 8 DIGITS
Heidi Brown,Heidi_Brown@foster-jones.com,06/06/2004,1259 4379,MOBILE NUMBER NOT 8 DIGITS
Rebecca Castillo,Rebecca_Castillo@summers-ward.com,1952/02/06,34261,MOBILE NUMBER NOT 8 DIGITS
Terri Cox,Terri_Cox@swanson.com,11/04/1955,375789,MOBILE NUMBER NOT 8 DIGITS
Timothy Smith,Timothy_Smith@patton-rose.com,2016/06/16,28316,MOBILE NUMBER NOT 8 DIGITS
Molly Coleman,Molly_Coleman@santiago.com,01-06-1981,1441567,MOBILE NUMBER NOT 8 DIGITS
Katherine Brown,Katherine_Brown@stephens-mckenzie.com,09/07/1959,793929,MOBILE NUMBER NOT 8 DIGITS
Kyle Dalton,Kyle_Dalton@haley-foster.com,06/04/2007,91866,MOBILE NUMBER NOT 8 DIGITS
Haley Oconnor,Haley_Oconnor@crawford.com,2014-09-27,14381,MOBILE NUMBER NOT 8 DIGITS
Janet Tate,Janet_Tate@moore-carter.com,12/15/2003,9535387,MOBILE NUMBER NOT 8 DIGITS
Timothy Collins,Timothy_Collins@browning.info,03/12/1980,138771,MOBILE NUMBER NOT 8 DIGITS
Michael Marks,Michael_Marks@brown-vargas.net,1968-02-16,99066,MOBILE NUMBER NOT 8 DIGITS
Maria Day,Maria_Day@miller.info,23-03-2007,76181,MOBILE NUMBER NOT 8 DIGITS
